scenario,metric,direction,mean,std,best,worst
coupled_exact_route_memory,task1_top1,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task1_top2,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task1_top3,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task1_top5,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task1_mrr,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task2_exact_match,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task2_normalized_edit_distance,lower_is_better,0.0,0.0,0.0,0.0
coupled_exact_route_memory,task2_token_accuracy,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task2_block_accuracy,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task3_accuracy,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,task3_rule_attribution_accuracy,higher_is_better,1.0,0.0,1.0,1.0
coupled_exact_route_memory,exact_route_coverage,higher_is_better,1.0,0.0,1.0,1.0
decoupled_known_fallback_only,task1_top1,higher_is_better,0.404,0.038392707640904924,0.47,0.32
decoupled_known_fallback_only,task1_top2,higher_is_better,0.48,0.031780497164141414,0.525,0.415
decoupled_known_fallback_only,task1_top3,higher_is_better,0.4845,0.03372313745783451,0.53,0.42
decoupled_known_fallback_only,task1_top5,higher_is_better,0.4965,0.031148836254345055,0.55,0.445
decoupled_known_fallback_only,task1_mrr,higher_is_better,0.4459,0.032774075120436265,0.5001666666666666,0.3741666666666667
decoupled_known_fallback_only,task2_exact_match,higher_is_better,0.0,0.0,0.0,0.0
decoupled_known_fallback_only,task2_normalized_edit_distance,lower_is_better,0.590570755857836,0.011675904029745629,0.5676648455929265,0.6042121427679213
decoupled_known_fallback_only,task2_token_accuracy,higher_is_better,0.0769545912505227,0.0062871756823043344,0.08593912402683081,0.06457030185423664
decoupled_known_fallback_only,task2_block_accuracy,higher_is_better,0.2445981757993644,0.009714420403230787,0.26073821213620796,0.23041450150180293
decoupled_known_fallback_only,task3_accuracy,higher_is_better,1.0,0.0,1.0,1.0
decoupled_known_fallback_only,task3_rule_attribution_accuracy,higher_is_better,1.0,0.0,1.0,1.0
decoupled_known_fallback_only,exact_route_coverage,higher_is_better,0.0,0.0,0.0,0.0
decoupled_visible_family_routes,task1_top1,higher_is_better,0.7775,0.039131189606246335,0.855,0.71
decoupled_visible_family_routes,task1_top2,higher_is_better,0.9545,0.012932517156377558,0.98,0.935
decoupled_visible_family_routes,task1_top3,higher_is_better,1.0,0.0,1.0,1.0
decoupled_visible_family_routes,task1_top5,higher_is_better,1.0,0.0,1.0,1.0
decoupled_visible_family_routes,task1_mrr,higher_is_better,0.8811666666666667,0.020980149348054353,0.9216666666666665,0.8466666666666667
decoupled_visible_family_routes,task2_exact_match,higher_is_better,0.0005,0.0015,0.005,0.0
decoupled_visible_family_routes,task2_normalized_edit_distance,lower_is_better,0.15653270024303417,0.002224740394213303,0.1534809719133871,0.1609472322490163
decoupled_visible_family_routes,task2_token_accuracy,higher_is_better,0.5214967571897144,0.03297966255662705,0.5671177580412552,0.47216686112203843
decoupled_visible_family_routes,task2_block_accuracy,higher_is_better,0.7336751379475492,0.02184076009003518,0.7660222703303651,0.7050696522520522
decoupled_visible_family_routes,task3_accuracy,higher_is_better,1.0,0.0,1.0,1.0
decoupled_visible_family_routes,task3_rule_attribution_accuracy,higher_is_better,1.0,0.0,1.0,1.0
decoupled_visible_family_routes,exact_route_coverage,higher_is_better,0.0,0.0,0.0,0.0
oracle_fourth_family_generator_training,task1_top1,higher_is_better,0.776,0.023000000000000003,0.815,0.745
oracle_fourth_family_generator_training,task1_top2,higher_is_better,0.9744999999999999,0.010111874208078351,0.99,0.955
oracle_fourth_family_generator_training,task1_top3,higher_is_better,1.0,0.0,1.0,1.0
oracle_fourth_family_generator_training,task1_top5,higher_is_better,1.0,0.0,1.0,1.0
oracle_fourth_family_generator_training,task1_mrr,higher_is_better,0.88375,0.011518403149356687,0.9058333333333333,0.8691666666666668
oracle_fourth_family_generator_training,task2_exact_match,higher_is_better,0.001,0.002,0.005,0.0
oracle_fourth_family_generator_training,task2_normalized_edit_distance,lower_is_better,0.1538857669798247,0.002977425733772128,0.14971748962449355,0.15942281637831868
oracle_fourth_family_generator_training,task2_token_accuracy,higher_is_better,0.5794136121541267,0.020301150679906267,0.6145828430185274,0.5443943613360958
oracle_fourth_family_generator_training,task2_block_accuracy,higher_is_better,0.7727785121617394,0.01424290689568965,0.7964158895272734,0.7478382241705679
oracle_fourth_family_generator_training,task3_accuracy,higher_is_better,1.0,0.0,1.0,1.0
oracle_fourth_family_generator_training,task3_rule_attribution_accuracy,higher_is_better,1.0,0.0,1.0,1.0
oracle_fourth_family_generator_training,exact_route_coverage,higher_is_better,0.0,0.0,0.0,0.0
